source_url,target_url,status_code,preserve_path,preserve_query_string,include_subdomains,subpath_matching,comment
# SILO 3: ONEPLANTSOLUTION.COM (15 DOMAINS)
# Policy, Advocacy, Compliance, Advisory
# ==========================================

# Compliance & Advisory (3 domains)
https://ageverifysi.com,https://oneplantsolution.com,301,true,true,false,true,Age verify SI redirect
https://aicrisisconsult.com,https://oneplantsolution.com,301,true,true,false,true,AI crisis consult redirect
https://aicrisiscoach.com,https://oneplantsolution.com,301,true,true,false,true,AI crisis coach redirect

# Energy Vertical (2 domains)
https://californiaenergyai.com,https://oneplantsolution.com,301,true,true,false,true,California energy AI redirect
https://texasenergyai.com,https://oneplantsolution.com,301,true,true,false,true,Texas energy AI redirect

# Healthcare Vertical (4 domains)
https://camedicalai.com,https://oneplantsolution.com,301,true,true,false,true,CA medical AI redirect
https://clinicaldataai.com,https://oneplantsolution.com,301,true,true,false,true,Clinical data AI redirect
https://clinicaldatasi.com,https://oneplantsolution.com,301,true,true,false,true,Clinical data SI redirect
https://txmedicalai.com,https://oneplantsolution.com,301,true,true,false,true,TX medical AI redirect

# Supply Chain & Finance (2 domains)
https://txsupplychain.com,https://oneplantsolution.com,301,true,true,false,true,TX supply chain redirect
https://wealthtechsi.com,https://oneplantsolution.com,301,true,true,false,true,Wealth tech SI redirect

# Strategic Domains (4 domains)
https://texascoa.com,https://oneplantsolution.com,301,true,true,false,true,Texas COA redirect
https://jesseniesen.com,https://oneplantsolution.com,301,true,true,false,true,Jesse Niesen personal redirect
https://livhana.ai,https://oneplantsolution.com,301,true,true,false,true,Liv Hana AI redirect
https://vibecodeliv.com,https://oneplantsolution.com,301,true,true,false,true,Vibe Code Liv redirect

# ==========================================
# SILO 4: HERBITRAGE.COM (24 DOMAINS)
# Commerce, B2B Tools, SI, Tech
# ==========================================

# B2B Hemp Retail Ops (4 domains)
https://hempretailai.com,https://herbitrage.com,301,true,true,false,true,Hemp retail AI redirect
https://cannabisretailai.com,https://herbitrage.com,301,true,true,false,true,Cannabis retail AI redirect
https://cannabisretailsi.com,https://herbitrage.com,301,true,true,false,true,Cannabis retail SI redirect
https://hempretailsi.com,https://herbitrage.com,301,true,true,false,true,Hemp retail SI redirect
https://retailopssi.com,https://herbitrage.com,301,true,true,false,true,Retail ops SI redirect

# B2B Enablement (3 domains)
https://bizflowsi.com,https://herbitrage.com,301,true,true,false,true,Biz flow SI redirect
https://codenexusai.com,https://herbitrage.com,301,true,true,false,true,Code nexus AI redirect
https://codenexussi.com,https://herbitrage.com,301,true,true,false,true,Code nexus SI redirect
https://devflowsi.com,https://herbitrage.com,301,true,true,false,true,Dev flow SI redirect

# Tools & Tech (11 domains)
https://adcopysi.com,https://herbitrage.com,301,true,true,false,true,Ad copy SI redirect
https://airbnbwaterfall.com,https://herbitrage.com,301,true,true,false,true,Airbnb waterfall redirect
https://autocodesi.com,https://herbitrage.com,301,true,true,false,true,Auto code SI redirect
https://contentenginesi.com,https://herbitrage.com,301,true,true,false,true,Content engine SI redirect
https://shipcodeai.com,https://herbitrage.com,301,true,true,false,true,Ship code AI redirect
https://shipcodesi.com,https://herbitrage.com,301,true,true,false,true,Ship code SI redirect
https://siartisan.com,https://herbitrage.com,301,true,true,false,true,SI artisan redirect
https://strategysi.com,https://herbitrage.com,301,true,true,false,true,Strategy SI redirect
https://terpwerk.com,https://herbitrage.com,301,true,true,false,true,Terpwerk redirect
https://tier1treecare.com,https://herbitrage.com,301,true,true,false,true,Tier 1 tree care redirect
https://xn--reggieanddr-v9b.com,https://herbitrage.com,301,true,true,false,true,Punycode support redirect

# Legacy Domain (1 domain)
https://hempress3.com,https://herbitrage.com,301,true,true,false,true,Hempress 3 redirect

# ==========================================
# WWW REDIRECT (1 RULE)
# ==========================================
https://www.herbitrage.com,https://herbitrage.com,301,true,true,false,true,WWW redirect to root domain
